OID_,CID,view_zenith_mean_1,view_azimuth_mean_1,sun_azimuth_1,sun_zenith_1,B2_1,B3_1,B4_1,B5_1,B6_1,B7_1,B8A_1,B11_1,B12_1,flagsbyfiveall_1,lcdetail_fine_1,lcselectedint,LAI_1,CWC_1,CAB_1
,2,11.1582232,107.5499191,50.7079010,29.0793991,0.0164000,0.0281000,0.0187000,0.0582000,0.1891000,0.2479000,0.2837000,0.0979000,0.0354000,1,1.0000000,1,2.8838699,0.0111100,20.7185497
,2,1.3705606,31.9017467,51.4746017,26.9592495,0.0155500,0.0340000,0.0145500,0.0720000,0.2400000,0.2848000,0.3153500,0.0761500,0.0308500,1,1.0000000,1,3.2439101,0.0132500,15.9367599
,2,1.4602189,40.5084076,51.3780975,27.0456009,0.0144500,0.0279500,0.0189000,0.0608000,0.1844000,0.2303500,0.2687000,0.1056500,0.0415500,1,1.0000000,1,2.5748301,0.0114900,21.9113007
,2,4.7687044,85.8659744,48.9766006,29.0928993,0.0235000,0.0417000,0.0199000,0.0788000,0.2825000,0.3423000,0.3726000,0.1544000,0.0589000,1,1.0000000,1,2.7507999,0.0084900,21.0687599
,2,3.8159869,121.2192307,51.3126984,27.5389004,0.0116000,0.0364000,0.0123000,0.0670000,0.2780000,0.3433000,0.3937000,0.1408000,0.0526000,1,1.0000000,1,3.5177100,0.0058200,19.6930504
,2,5.9198475,88.9485931,50.6288986,28.2670002,0.0198000,0.0413000,0.0189000,0.0784000,0.2783000,0.3376000,0.3791000,0.1568000,0.0656000,1,1.0000000,1,3.2914300,0.0065100,18.4809303
,2,2.2177670,248.7738495,48.6731987,28.2441006,0.0197000,0.0427000,0.0193000,0.0685000,0.2331000,0.2791000,0.3447000,0.1427000,0.0585000,1,1.0000000,1,2.9719100,0.0074300,17.9018593
,2,2.8987513,309.5167236,48.8562012,28.0062504,0.0346500,0.0437500,0.0269500,0.0605000,0.1753000,0.2245000,0.2486000,0.0975500,0.0407000,1,1.0000000,1,2.4139199,0.0134000,21.5257607
,2,6.4304609,112.9522324,50.2969513,28.5543499,0.0152000,0.0340500,0.0151000,0.0634500,0.2475500,0.3128500,0.3273500,0.1295500,0.0499000,1,1.0000000,1,2.8769200,0.0085100,18.4502697
,2,1.4087658,220.6801758,49.3293991,28.0312996,0.0181000,0.0306000,0.0121000,0.0638000,0.2269000,0.2550000,0.2990000,0.1246000,0.0490000,1,1.0000000,1,2.5337801,0.0094700,19.8926105
,2,3.0439861,126.3451462,50.3800011,27.9398994,0.0087000,0.0196000,0.0076000,0.0457000,0.1812000,0.2538000,0.2754000,0.1325000,0.0548000,1,1.0000000,1,3.6898201,0.0065500,17.1140709
,2,7.3255229,111.4044571,49.7388992,29.0447998,0.0222000,0.0453000,0.0198000,0.0788000,0.2800000,0.3532000,0.3863000,0.1599000,0.0685000,1,1.0000000,1,2.9875500,0.0075700,20.8249207
,2,7.5840831,111.0140762,49.4439011,29.2740993,0.0505000,0.0662000,0.0470000,0.1054000,0.2771000,0.3582000,0.4014000,0.1638000,0.0716000,1,1.0000000,1,2.9301801,0.0090000,17.2695293
,2,9.9753742,291.4253845,47.4958992,27.6394005,0.0198000,0.0338000,0.0152000,0.0651000,0.2663000,0.3608000,0.0000000,0.1326000,0.0523000,1,1.0000000,1,4.2141700,0.0056500,15.5187998
,2,6.6848044,112.4941559,50.4995995,28.4750004,0.0156000,0.0426000,0.0244000,0.0871000,0.2846000,0.3355000,0.3732000,0.1642000,0.0667000,1,1.0000000,1,2.9075799,0.0078100,19.4430103
,2,2.4398701,314.8977661,49.7843018,27.5310993,0.0129000,0.0207000,0.0099000,0.0420000,0.1357000,0.1828000,0.1930000,0.0770000,0.0300000,1,1.0000000,1,2.2225399,0.0143000,26.9237499
,2,2.1830924,248.0962982,48.9579010,28.0732994,0.0192000,0.0341000,0.0153000,0.0564000,0.2234000,0.2653000,0.3114000,0.1350000,0.0529000,1,1.0000000,1,2.6907699,0.0081400,21.0811901
,2,5.7669907,270.6778564,49.5545006,27.0848999,0.0218000,0.0427000,0.0201000,0.0794000,0.2501000,0.3395000,0.3749000,0.1276000,0.0518000,1,1.0000000,1,3.6937799,0.0070700,15.1694002
,2,2.0005400,61.9645042,50.1638985,27.8640003,0.0275000,0.0521000,0.0243000,0.0991000,0.3378000,0.3985000,0.4468000,0.1783000,0.0710000,1,1.0000000,1,3.0127201,0.0075100,18.5706596
,2,10.4018927,291.1840515,47.6590004,27.4608002,0.0183000,0.0308000,0.0133000,0.0639000,0.2307000,0.3002000,0.0000000,0.1368000,0.0545000,1,1.0000000,1,2.8418200,0.0075700,22.7626991
,2,2.9627752,127.1491547,51.3819008,27.3572998,0.0125000,0.0348000,0.0102000,0.0734000,0.2634000,0.3335000,0.3558000,0.0826000,0.0253000,1,1.0000000,1,3.7101300,0.0106900,14.9203997
,2,8.7176456,275.3228760,47.9406013,27.5639992,0.0225000,0.0410000,0.0184000,0.0748000,0.2633000,0.3249000,0.0000000,0.1573000,0.0612000,1,1.0000000,1,2.8186100,0.0074400,20.1233006
,2,6.5376897,294.9562988,48.6985016,27.4737511,0.0307000,0.0556000,0.0239000,0.0972500,0.3310000,0.4156500,0.4610000,0.1740000,0.0692000,1,1.0000000,1,3.5781500,0.0060600,15.6407099
,2,4.0198445,120.1890793,51.2190018,27.6254005,0.0134000,0.0308000,0.0131000,0.0622000,0.2690000,0.3462000,0.3776000,0.1552000,0.0584000,1,1.0000000,1,3.0194600,0.0071100,21.4417591
,2,4.9832859,86.5845947,49.3844986,28.8689003,0.0360500,0.0453000,0.0275000,0.0774000,0.2463500,0.3151500,0.3555500,0.1487500,0.0639000,1,1.0000000,1,2.9063399,0.0082600,19.3389206
,2,1.8734093,58.2765694,48.5176010,28.8533993,0.0274000,0.0467000,0.0184000,0.0858000,0.2992000,0.3680000,0.3989000,0.1666000,0.0671000,1,1.0000000,1,2.9142599,0.0076800,19.5171604
,2,1.7784277,55.6207657,50.1837997,27.8031998,0.0174000,0.0427000,0.0175000,0.0822000,0.3144000,0.4012000,0.4221000,0.1812000,0.0742000,1,1.0000000,1,3.4372399,0.0057000,19.1372890
,2,11.0281839,107.6096878,49.8689995,29.5790005,0.0190000,0.0322000,0.0164000,0.0631000,0.2260000,0.2938000,0.3171000,0.1458000,0.0580000,1,1.0000000,1,2.5925400,0.0083500,23.8301392
,2,3.4852452,123.1036987,51.0294495,27.6428490,0.0134500,0.0277500,0.0145500,0.0529500,0.1748500,0.2187000,0.2352500,0.1009000,0.0391500,1,1.0000000,1,2.2399001,0.0124000,23.6138802
,2,11.7092915,107.1835022,50.8868027,29.0615501,0.0114000,0.0243000,0.0159000,0.0533500,0.1810500,0.2396000,0.2777000,0.0938000,0.0326000,1,1.0000000,1,2.8619001,0.0108700,21.0705109
,2,11.5394840,107.2906189,50.7541008,29.1138000,0.0151000,0.0314000,0.0164000,0.0653000,0.2106000,0.2654000,0.2978000,0.0940000,0.0329000,1,1.0000000,1,2.9533601,0.0116300,19.1315899
,2,6.8519888,112.2110672,50.6352005,28.4223003,0.0164000,0.0417000,0.0198000,0.0803000,0.2561000,0.3294000,0.3714000,0.1511000,0.0577000,1,1.0000000,1,2.7389901,0.0088300,19.5345497
,2,7.7888622,293.2439575,47.9640007,27.7189007,0.0240000,0.0522000,0.0273000,0.1010000,0.2902000,0.3471000,0.0000000,0.1572000,0.0611000,1,1.0000000,1,3.1196699,0.0070800,17.8262997
,2,2.6507123,130.2799225,51.0965004,27.4610004,0.0101000,0.0287000,0.0100000,0.0683000,0.2483000,0.3356000,0.3840000,0.1491000,0.0547000,1,1.0000000,1,2.9787600,0.0065600,21.7322502
,2,7.3127508,293.8210754,48.0842018,27.7238998,0.0165000,0.0326000,0.0157000,0.0666000,0.2266000,0.2796000,0.0000000,0.1202000,0.0480000,1,1.0000000,1,3.5172400,0.0075200,15.9983397
,2,3.6911199,121.9359207,51.4784012,27.4267006,0.0156000,0.0352000,0.0138000,0.0737000,0.2956000,0.3721000,0.4283000,0.2019000,0.0825000,1,1.0000000,1,3.0821700,0.0051000,21.2757301
,2,9.3639231,275.9799805,47.6842003,27.6156006,0.0660000,0.0703000,0.0444000,0.0779000,0.2326000,0.2938000,0.0000000,0.1310000,0.0526000,1,1.0000000,1,2.5222099,0.0117900,19.9693298
,2,1.6652385,234.1828003,51.1081009,26.9330006,0.0233000,0.0342000,0.0210000,0.0653000,0.2054000,0.2877000,0.3119000,0.1214000,0.0491000,1,1.0000000,1,2.6778800,0.0089200,20.7782402
,2,8.7150507,92.6043243,49.5223007,29.4025002,0.0153000,0.0337000,0.0207000,0.0726000,0.2121000,0.2532000,0.2832000,0.1262000,0.0539000,1,1.0000000,1,2.2907200,0.0115100,22.0139503
,2,6.4494495,295.0494385,49.8272018,26.8214493,0.0239000,0.0389500,0.0215000,0.0737500,0.2080000,0.2384000,0.2713000,0.0827500,0.0361000,1,1.0000000,1,2.1508000,0.0161200,20.4035397
,2,4.0305762,301.7841492,50.5166016,26.8316994,0.0225000,0.0365000,0.0187000,0.0664000,0.2214000,0.2810000,0.3175000,0.0921000,0.0314000,1,1.0000000,1,3.3221800,0.0105700,16.3751698
,2,4.7743549,85.9839401,50.4849014,28.1639996,0.0293000,0.0531000,0.0274000,0.0939000,0.2921000,0.3704000,0.4108000,0.1717000,0.0777000,1,1.0000000,1,2.9785800,0.0074700,19.2108307
,2,10.3938541,108.1260834,50.6151009,29.0105991,0.0263000,0.0616000,0.0238000,0.1112000,0.3584000,0.4179000,0.4793000,0.1856000,0.0769000,1,1.0000000,1,3.0094800,0.0073700,17.7697105
,2,5.2159119,269.2092896,50.2910995,26.7556992,0.0175000,0.0270000,0.0115000,0.0556000,0.2156000,0.2838000,0.3029000,0.0821000,0.0277000,1,1.0000000,1,3.0987799,0.0104500,17.8791809
,2,2.7461624,311.1253052,48.4891014,28.2660999,0.0125000,0.0259000,0.0152000,0.0536000,0.1615000,0.2077000,0.2329000,0.1022000,0.0434000,1,1.0000000,1,2.1617301,0.0120300,23.4326000
,2,1.3707788,217.2705994,50.4465027,27.3858490,0.0130500,0.0299500,0.0116500,0.0576000,0.2250500,0.2912000,0.3209500,0.1345000,0.0510500,1,1.0000000,1,2.9118600,0.0073500,21.0269794
,2,2.2556517,249.3060455,49.9240990,27.4773998,0.0210000,0.0422000,0.0195000,0.0772000,0.2241000,0.2690000,0.3100000,0.1371000,0.0535000,1,1.0000000,1,2.5081201,0.0094900,18.9013596
,2,3.2578039,306.4827576,49.8426018,27.3486996,0.0158000,0.0240000,0.0116000,0.0470000,0.1310000,0.1684000,0.1854000,0.0750000,0.0293000,1,1.0000000,1,1.9389800,0.0163400,27.8050499
,2,1.5032043,43.5558090,51.4506989,27.0197487,0.0157000,0.0292000,0.0142500,0.0598000,0.2026500,0.2491000,0.2793500,0.0911500,0.0334500,1,1.0000000,1,2.7024901,0.0134500,20.3104591
,2,7.3255229,111.4044571,49.7388992,29.0447998,0.0165000,0.0362000,0.0164000,0.0675000,0.2051000,0.2449000,0.2591000,0.1142000,0.0504000,1,1.0000000,1,2.0703001,0.0126500,23.0813198
,2,2.2410038,67.0128250,50.6721992,27.6180992,0.0203000,0.0402000,0.0178000,0.0731000,0.2548000,0.3321000,0.3900000,0.1413000,0.0526000,1,1.0000000,1,3.1252899,0.0080100,20.1873608
,2,2.2556517,249.3060455,49.9240990,27.4773998,0.0160000,0.0330000,0.0151000,0.0603000,0.2439000,0.3040000,0.3740000,0.1422000,0.0518000,1,1.0000000,1,2.8973701,0.0078900,20.7077408
,2,6.1931610,295.5311279,49.5028000,27.0510998,0.0202000,0.0341000,0.0178000,0.0632000,0.2038000,0.2546000,0.2925000,0.0949000,0.0346000,1,1.0000000,1,3.1301301,0.0112300,16.3082199
,2,3.9546652,302.3368835,47.9897003,28.3669510,0.0245500,0.0442500,0.0181500,0.0760500,0.2983000,0.3816000,0.4173000,0.1591000,0.0626000,1,1.0000000,1,3.4293001,0.0061500,18.1433105
,2,3.2119777,306.6667786,50.6903000,26.8738995,0.0212000,0.0379000,0.0204000,0.0741000,0.2150000,0.2655000,0.3025000,0.1005000,0.0358000,1,1.0000000,1,2.9560201,0.0115600,17.2719707
,2,7.0663958,111.7824631,49.5429001,29.1254997,0.0174000,0.0439000,0.0238000,0.0824000,0.2687000,0.3403000,0.3697000,0.1660000,0.0710000,1,1.0000000,1,2.3342800,0.0090900,24.2996693
,2,2.7461624,311.1253052,48.4891014,28.2660999,0.0129000,0.0297000,0.0131000,0.0569000,0.1958000,0.2418000,0.2687000,0.1124000,0.0439000,1,1.0000000,1,2.5654500,0.0103800,22.8268299
,2,2.4050038,315.4444885,48.5400009,28.2994003,0.0153000,0.0279000,0.0169000,0.0534000,0.1636000,0.2157000,0.2504000,0.1136000,0.0456000,1,1.0000000,1,2.4017301,0.0105500,22.2582493
,2,1.9743260,243.7960052,50.2052002,27.3705006,0.0196000,0.0428000,0.0180000,0.0791000,0.2896000,0.3791000,0.4176000,0.1609000,0.0611000,1,1.0000000,1,3.5893500,0.0056400,16.7888908
,2,8.7148943,275.3198547,48.4520988,27.2465000,0.0171000,0.0336000,0.0144000,0.0640000,0.2464000,0.3179000,0.3481000,0.1432000,0.0581000,1,1.0000000,1,2.9758000,0.0071400,20.8435802
,2,5.9175334,88.8638077,49.1222992,29.1935997,0.0245000,0.0467000,0.0237000,0.0884000,0.2850000,0.3499000,0.4008000,0.1518000,0.0576000,1,1.0000000,1,3.1505599,0.0079400,17.3920994
,2,9.4789009,93.2025223,49.6169014,29.4701004,0.0172000,0.0346000,0.0182000,0.0769000,0.2595000,0.3306000,0.3728000,0.1537000,0.0610000,1,1.0000000,1,2.6454699,0.0085500,21.5445995
,2,3.4636941,305.0840454,48.3868027,28.1996002,0.0229500,0.0405000,0.0179000,0.0659000,0.2825500,0.3582500,0.4080000,0.1474000,0.0576500,1,1.0000000,1,2.8634501,0.0083000,24.0037498
,2,8.9350758,92.7811432,49.4412003,29.4902992,0.0122000,0.0318000,0.0193000,0.0680000,0.2005000,0.2368000,0.2664000,0.1150000,0.0486000,1,1.0000000,1,2.2004700,0.0130700,21.5538597
,2,3.4185090,305.3550415,48.6704025,28.0279503,0.0333000,0.0409500,0.0344500,0.0595500,0.1608500,0.2069500,0.2264000,0.0947000,0.0420000,1,1.0000000,1,2.1621900,0.0156400,24.4183502
,2,2.5550084,313.4028931,48.4073982,28.3547993,0.0154000,0.0353000,0.0186000,0.0687000,0.1946000,0.2475000,0.2937000,0.1247000,0.0493000,1,1.0000000,1,2.7360499,0.0090400,20.9618492
,2,10.3086767,108.1933136,50.5488014,29.0368996,0.0210000,0.0379000,0.0218000,0.0719000,0.2258000,0.2847000,0.3284000,0.1070000,0.0376000,1,1.0000000,1,3.2191200,0.0100900,16.6706295
,2,3.1761644,307.0979919,49.9128990,27.3218994,0.0197000,0.0392000,0.0208000,0.0726000,0.2252000,0.2749000,0.3137000,0.1053000,0.0419000,1,1.0000000,1,2.9242201,0.0108700,17.4385605
,2,10.8194923,107.7631454,49.9510002,29.4916000,0.0160000,0.0368000,0.0139000,0.0702000,0.2585000,0.3243000,0.3548000,0.1530000,0.0597000,1,1.0000000,1,2.7656400,0.0078000,21.6652107
,2,1.7185824,53.5052872,49.5969505,28.1391487,0.0223500,0.0467000,0.0207000,0.0952000,0.3060000,0.3714000,0.4069000,0.1581500,0.0602000,1,1.0000000,1,2.8007700,0.0085900,19.0997295
,2,6.7247806,112.3305283,49.2834015,29.2336998,0.0227000,0.0364000,0.0242000,0.0695000,0.2147000,0.2938000,0.3137000,0.1364000,0.0537000,1,1.0000000,1,2.7978599,0.0088700,20.0703793
,2,2.4050038,315.4444885,48.5400009,28.2994003,0.0100000,0.0218000,0.0116000,0.0497000,0.1608000,0.2214000,0.2433000,0.1042000,0.0425000,1,1.0000000,1,2.5396399,0.0102800,24.3511600
,2,8.9776745,275.6018372,47.7374992,27.6483994,0.0168000,0.0250000,0.0131000,0.0469000,0.1422000,0.2071000,0.0000000,0.0972000,0.0395000,1,1.0000000,1,2.6975000,0.0094200,22.6572399
,2,5.1935511,87.1702957,49.3017998,28.9566994,0.0620000,0.0772000,0.0506000,0.1111000,0.3055000,0.3832000,0.4244000,0.1778000,0.0772000,1,1.0000000,1,2.8022499,0.0092200,18.1440201
,2,2.7072337,311.6010132,48.2751999,28.4102993,0.0185000,0.0368000,0.0160000,0.0706000,0.2487000,0.3294000,0.3623000,0.1491000,0.0641000,1,1.0000000,1,2.6035199,0.0084000,22.1940403
,2,5.6395407,270.3547363,49.9305496,26.8893509,0.0206000,0.0347500,0.0128000,0.0662000,0.2527000,0.3085500,0.3333000,0.0687500,0.0229000,1,1.0000000,1,3.6131201,0.0119500,14.8964796
,2,1.4522582,223.8105316,49.7774010,27.7474003,0.0164000,0.0269000,0.0131000,0.0614000,0.2034000,0.2641000,0.2997000,0.1203000,0.0432000,1,1.0000000,1,2.8932199,0.0084200,19.5609207
,2,3.6509008,122.1118469,51.1708984,27.5907993,0.0152000,0.0431000,0.0160000,0.0834000,0.3420000,0.4251000,0.4282000,0.1765000,0.0662000,1,1.0000000,1,3.3643899,0.0055800,18.8423195
,2,1.2638600,149.1944733,48.5788002,28.6096992,0.0221000,0.0477000,0.0180000,0.0786000,0.2793000,0.3484000,0.3933000,0.1556000,0.0623000,1,1.0000000,1,3.1695399,0.0068900,18.0063305
,2,11.1582232,107.5499191,50.7079010,29.0793991,0.0172000,0.0367000,0.0161000,0.0722000,0.2361000,0.2967000,0.3286000,0.0929000,0.0309000,1,1.0000000,1,3.2216001,0.0113600,16.6311302
,2,5.7676167,270.6350098,50.0951004,26.7749004,0.0304000,0.0529000,0.0262000,0.0891000,0.2445000,0.2903000,0.3347000,0.1309000,0.0498000,1,1.0000000,1,2.6678901,0.0103100,16.4538708
,2,5.5538177,270.1684570,49.4650002,27.1728001,0.0234000,0.0457000,0.0206000,0.0873000,0.3174000,0.3848000,0.4552000,0.1348000,0.0516000,1,1.0000000,1,3.8883100,0.0074400,14.0874500
,2,2.9018466,309.5537109,48.3563995,28.3216000,0.0129000,0.0253000,0.0142000,0.0498000,0.1238000,0.1652000,0.2089000,0.1010000,0.0376000,1,1.0000000,1,2.1669400,0.0122000,25.5077705
,2,4.5176501,85.1114044,50.2798996,28.2434006,0.0165000,0.0404000,0.0167000,0.0719000,0.2834000,0.3509000,0.3771000,0.1851000,0.0816000,1,1.0000000,1,2.8084300,0.0073400,22.9127293
,2,7.1947069,111.5731583,49.3960991,29.2402992,0.0190000,0.0361000,0.0199000,0.0691000,0.2385000,0.2978000,0.3375000,0.1356000,0.0555000,1,1.0000000,1,3.1117101,0.0075300,19.3095798
,2,2.1830924,248.0962982,48.9579010,28.0732994,0.0136000,0.0248000,0.0119000,0.0510000,0.1843000,0.2463000,0.2746000,0.1144000,0.0434000,1,1.0000000,1,3.1040800,0.0079500,18.4696999
,2,11.5955915,290.6025085,47.2130013,27.5373993,0.0159000,0.0273000,0.0122000,0.0483000,0.1947000,0.2461000,0.0000000,0.1293000,0.0506000,1,1.0000000,1,2.6505201,0.0083700,23.6536503
,2,2.4050038,315.4444885,48.5400009,28.2994003,0.0368000,0.0539000,0.0419000,0.0764000,0.2139000,0.2611000,0.2946000,0.1321000,0.0668000,1,1.0000000,1,2.2501900,0.0126000,22.9422703
,2,6.5376897,294.9562988,48.6985016,27.4737511,0.0228500,0.0402000,0.0173000,0.0701000,0.2600000,0.3354000,0.3763000,0.1484000,0.0570000,1,1.0000000,1,3.1092899,0.0064800,21.8546104
,2,11.1582232,107.5499191,50.7079010,29.0793991,0.0156000,0.0310000,0.0181000,0.0655000,0.2075000,0.2743000,0.3097000,0.1020000,0.0370000,1,1.0000000,1,3.1922100,0.0099800,18.2214108
,2,4.5654168,85.2772675,50.5741005,28.0769997,0.0263000,0.0470000,0.0259000,0.0825000,0.2842000,0.3483000,0.3854000,0.1788000,0.0738000,1,1.0000000,1,2.8935299,0.0073900,21.4020596
,2,9.1015863,92.9201508,49.5696983,29.4363003,0.0100000,0.0268000,0.0172000,0.0623000,0.1800000,0.2226000,0.2456000,0.1142000,0.0497000,1,1.0000000,1,2.1828001,0.0120300,23.8735104
,2,6.4745321,112.8828125,50.5877991,28.3881493,0.0208500,0.0455000,0.0245000,0.0848000,0.2649000,0.3303500,0.3714000,0.1634000,0.0672500,1,1.0000000,1,2.7405400,0.0081400,20.3349895
,2,10.8194923,107.7631454,49.9510002,29.4916000,0.0170000,0.0411000,0.0146000,0.0769000,0.2824000,0.3355000,0.3702000,0.1549000,0.0611000,1,1.0000000,1,2.9423299,0.0071000,21.6459293
,2,10.7867842,290.9833679,47.6052017,27.4279995,0.0160000,0.0370000,0.0139000,0.0717000,0.2627000,0.3381000,0.0000000,0.1382000,0.0510000,1,1.0000000,1,3.4334800,0.0068300,17.2409306
,2,7.4952006,111.2047348,50.3726501,28.6834488,0.0145000,0.0376500,0.0189000,0.0730500,0.2662500,0.3382500,0.3852000,0.1376500,0.0564000,1,1.0000000,1,3.3906901,0.0073400,18.0807590
,2,2.9725676,308.6269226,50.9082985,26.7950993,0.0195000,0.0345000,0.0188000,0.0679000,0.2090000,0.2484000,0.2825000,0.0816000,0.0359000,1,1.0000000,1,3.1365399,0.0127500,17.0024204
,2,2.9776144,308.7856445,48.7887993,28.0337505,0.0181500,0.0364000,0.0159500,0.0742000,0.2413000,0.3170500,0.3691000,0.1372500,0.0527000,1,1.0000000,1,3.4888301,0.0067400,16.4625397
,2,2.6898882,129.7901459,50.8618011,27.6000004,0.0152000,0.0356000,0.0171000,0.0655000,0.2222000,0.2700000,0.3068000,0.1364000,0.0529000,1,1.0000000,1,2.5612800,0.0091600,21.4587593
,2,2.7046285,311.5485535,49.8036003,27.4703007,0.0171000,0.0304000,0.0161000,0.0593000,0.2021000,0.2554000,0.2891000,0.1096000,0.0418000,1,1.0000000,1,2.5864999,0.0110400,20.8868198
,2,2.7275553,129.4338989,51.1675987,27.4349995,0.0109000,0.0314000,0.0111000,0.0645000,0.2514000,0.3161000,0.3513000,0.1353000,0.0506000,1,1.0000000,1,2.7700300,0.0081200,22.2531204
,2,7.1391344,294.0509949,48.2196999,27.6679993,0.0165000,0.0321000,0.0114000,0.0605000,0.2280000,0.3004000,0.0000000,0.1116000,0.0448000,1,1.0000000,1,3.2820499,0.0079000,18.9919701
,2,8.2291231,92.2159424,50.4002991,28.7784004,0.0100000,0.0200000,0.0082000,0.0390000,0.1577000,0.2010000,0.2355000,0.1068000,0.0382000,1,1.0000000,1,2.3972900,0.0099400,26.7799702
,2,2.5515924,313.3648376,49.9436989,27.4165993,0.0145000,0.0238000,0.0123000,0.0434000,0.1364000,0.1917000,0.2047000,0.0880000,0.0351000,1,1.0000000,1,2.2907000,0.0126800,26.9614296
,2,3.4636941,305.0840454,48.3868027,28.1996002,0.0189500,0.0362000,0.0161500,0.0605500,0.2407000,0.3162500,0.3610000,0.1369500,0.0500500,1,1.0000000,1,3.1003101,0.0069500,18.5062199
,2,5.0706716,86.8844910,50.4645996,28.2247009,0.0171000,0.0318000,0.0177000,0.0749000,0.2252000,0.2851000,0.2933000,0.1280000,0.0525000,1,1.0000000,1,3.1411500,0.0080500,18.0028992
,2,2.4339185,314.7109070,50.8632011,26.9162998,0.0158000,0.0318000,0.0115000,0.0611000,0.2521000,0.2921000,0.3193000,0.0663000,0.0217000,1,1.0000000,1,3.2906899,0.0137600,16.6453705
,2,1.4134834,35.3552208,49.9268990,27.8493004,0.0223000,0.0401000,0.0193000,0.0679000,0.3080000,0.3874000,0.4312000,0.1591000,0.0636000,1,1.0000000,1,3.5206201,0.0061300,19.0954800
,2,6.3890796,113.0446930,50.5198975,28.4144516,0.0197500,0.0363000,0.0219000,0.0632500,0.1971000,0.2236000,0.2858000,0.1061000,0.0420500,1,1.0000000,1,2.4571800,0.0118900,20.9456501
,2,2.8548579,309.7552490,50.7406006,26.9081993,0.0321000,0.0511000,0.0285000,0.0862000,0.2286000,0.2723000,0.3013000,0.1371000,0.0582000,1,1.0000000,1,2.2416699,0.0117600,20.0513992
,2,5.6395407,270.3547363,49.9305496,26.8893509,0.0176500,0.0339000,0.0137000,0.0619000,0.2472000,0.3025500,0.3222000,0.0707000,0.0254500,1,1.0000000,1,3.7846701,0.0106100,14.7565098
,2,3.2119777,306.6667786,50.6903000,26.8738995,0.0223000,0.0349000,0.0227000,0.0698000,0.2054000,0.2451000,0.2878000,0.1242000,0.0509000,1,1.0000000,1,2.3618801,0.0112300,20.4480991
,2,6.5124931,112.8132706,50.8821030,28.2226486,0.0173500,0.0456500,0.0202500,0.0928500,0.3236500,0.3975000,0.4316500,0.1748500,0.0726500,1,1.0000000,1,3.0178001,0.0070900,19.5222397
,2,9.4001846,276.0080872,47.9020996,27.4701004,0.0190000,0.0401000,0.0157000,0.0746000,0.2729000,0.3353000,0.0000000,0.1481000,0.0546000,1,1.0000000,1,3.2967200,0.0067500,17.1572399
,2,2.5527823,313.3467407,48.9071999,28.0398006,0.0144000,0.0224000,0.0128000,0.0460000,0.1483000,0.1905000,0.2056000,0.0748000,0.0301000,1,1.0000000,1,2.3071599,0.0148200,24.7613907
,2,8.8035269,92.6833878,49.5867004,29.3754997,0.0139000,0.0321000,0.0216000,0.0661000,0.1768000,0.2134000,0.2462000,0.1119000,0.0504000,1,1.0000000,1,2.1366301,0.0130400,23.2894306
,2,3.1787317,307.1373901,48.3716011,28.2605991,0.0096000,0.0173000,0.0064000,0.0285000,0.1108000,0.1842000,0.1769000,0.0726000,0.0288000,1,1.0000000,1,2.3053999,0.0133200,33.4334488
,2,1.8104285,239.4586029,49.5891991,27.7674999,0.0313000,0.0572000,0.0316000,0.0883000,0.2876000,0.3648000,0.3929000,0.1631000,0.0701000,1,1.0000000,1,2.9078400,0.0076400,19.1856804
,2,2.4794385,314.3949890,48.4735985,28.3269997,0.0167000,0.0389000,0.0181000,0.0730000,0.2317000,0.2815000,0.3176000,0.1111000,0.0424000,1,1.0000000,1,2.8590500,0.0105000,17.9010601
,2,10.2769079,291.2516174,47.5096016,27.5783997,0.0229000,0.0432000,0.0166000,0.0714000,0.3089000,0.3746000,0.0000000,0.1454000,0.0565000,1,1.0000000,1,3.1672001,0.0073700,19.1712208
,2,5.7245779,270.5627747,49.8587990,26.9162006,0.0182000,0.0444000,0.0130000,0.0763000,0.2423000,0.2801000,0.2981000,0.0585000,0.0177000,1,1.0000000,1,3.4005101,0.0143600,12.7983198
,2,3.8159869,121.2192307,51.3126984,27.5389004,0.0098000,0.0320000,0.0127000,0.0668000,0.2750000,0.3447000,0.4006000,0.1498000,0.0581000,1,1.0000000,1,3.6777000,0.0052800,18.6386108
,2,8.7634335,275.3815308,47.6559982,27.7376995,0.0194000,0.0282000,0.0138000,0.0479000,0.1971000,0.2346000,0.0000000,0.1069000,0.0395000,1,1.0000000,1,2.7597401,0.0098000,20.0285091
,2,6.0039983,89.1192245,50.6973991,28.2406998,0.0152000,0.0348000,0.0142000,0.0637000,0.2397000,0.2867000,0.3130000,0.1395000,0.0537000,1,1.0000000,1,2.7209101,0.0087100,20.5837708
,2,11.0731459,107.6083145,50.6417007,29.1056004,0.0146000,0.0307000,0.0147000,0.0634000,0.2143000,0.2753000,0.3118000,0.0910000,0.0314000,1,1.0000000,1,3.1381099,0.0114100,18.4623795
,2,6.7247806,112.3305283,49.2834015,29.2336998,0.0154000,0.0295000,0.0136000,0.0567000,0.2266000,0.2916000,0.3429000,0.1346000,0.0518000,1,1.0000000,1,3.1858499,0.0071000,20.3406105
,2,3.1226251,125.6960449,50.9810486,27.6083488,0.0186500,0.0387500,0.0202500,0.0779000,0.2552000,0.3092000,0.3597500,0.1400500,0.0529500,1,1.0000000,1,2.6500001,0.0095000,19.4355793
